課程名稱,授課教師,學期,A+,A,A以下,A-以上,A-,A-以下,B+以上,B+,B+以下,B以上,B,B以下,B-以上,B-,B-以下,C+以上,C+,C+以下,C以上,C,C以下,C-以上,C-,F
微積分3,彭俊文,111-2,50,,,,,,,,,,,,,,,,,,,,,,,
微積分3,吳侊儒,111-2,16.33,,,,,,,,,,,,,,,,,,,,,,,
微積分3,蔡國榮,111-2,60.14,,,,,,,,,,,,,,,,,,,,,,,
微積分3,蔡雅如,111-2,16.03,,,,,,,,,,,,,,,,,,,,,,,
微積分3,蔡雅如,111-2,,,,,,,,,,,,,,,,,,,,,,,3.21,20.51
微積分3,蔡國榮,111-2,56.59,,,,,,,,,,,,,,,,,,,,,,,
微積分3,蔡國榮,111-2,43.41,,,,,,,,,,,,,,,,,,,,,,,
微積分3,蔡國榮,111-2,43.76,,,,,,,,,,,,,,,,,,,,,,,
微積分3,蔡國榮,111-2,50.39,14.17,,,,,,,,,,,,,,,,,,,,,,
微積分3,傅斯緯,111-2,21.97,,,,,,,,,,,,,,,,,,,,,,,
微積分4,蔡雅如,111-2,,7.48,,,,,,,,,,,,,,,,,,,,,,
微積分4,傅斯緯,111-2,,44,,,,,,,,,,,,,,,,,,,,,,
微積分4,吳侊儒,111-2,14.89,13.48,,,,,,,,,,,,,,,,,,,,,,
微積分4,蔡國榮,111-2,23.65,,,,,,,,,,,,,,,,,,,,,,,
微積分4,蔡國榮,111-2,14.17,11.81,,,,,,,,,,,,,,,,,,,,,,
微積分4,蔡國榮,111-2,,,,,9.45,,,,,,,,,,,,,,,,,,,
微積分4,傅斯緯,111-2,16.67,9.09,,,,,,,,,,,,,,,,,,,,,,
德文二下,林倩君,111-2,37.84,,,,,,,,,,,,,,,,,,,,,,,
心理健康促進與自殺防治,吳佳儀,111-2,32.95,37.5,,,,,,,,,,,,,,,,,,,,,,
心理及教育統計學下,姚開屏,111-2,34.07,17.58,,,,,,,,,,,,,,,,,,,,,,
心與腦,賴文崧,111-2,66.97,,,,,,,,,,,,,,,,,,,,,,,
愛情多樣性,許碩驛,111-2,73.33,,,,,,,,,,,,,,,,,,,,,,,
排球中級,胡林煥,111-2,37.5,37.5,,,,,,,,,,,,,,,,,,,,,,
政治學二,童涵浦,111-2,11.76,16.67,,,,,,,,,,,,,,,,,,,,,,
政治學概論,王業立,111-2,,,,,18.33,,,,,,,,,,,,,,,,,,,
數位人文概論,陳光華,111-2,0,79.49,,,,,,,,,,,,,,,,,,,,,,
數值分析,羅敏輝,111-2,,,,,19.15,,,,,,,,,,,,,,,,,,,
數值分析,羅敏輝,111-2,6.38,12.77,,,,,,,,,,,,,,,,,,,,,,
數學之美,呂學一,111-2,,,,,8.99,,,,,,,,,,,,,,,,,,,
數理統計,江金倉,111-2,41.18,0,,,0,,,0,,,0,,,5.88,,,,,,,,,,
文化人類學丙,呂欣怡,111-2,28,,,,,,,,,,,,,,,,,,,,,,,
文化人類學丙,呂欣怡,111-2,,,,,22.67,,,,,,,,,,,,,,,,,,,
文化田野實習與方法下,張正衡,111-2,,,,,10,,,,,,,,,,,,,,,,,,,
日文一下,曾寶儀,111-2,78.95,,,,,,,,,,,,,,,,,,,,,,,
日文一下,許惠晴,111-2,37.5,37.5,,,,,,,,,,,,,,,,,,,,,,
日文一下,柯惠真,111-2,30.3,,,,,,,,,,,,,,,,,,,,,,,
日文一下,李欣倫,111-2,54.55,,,,,,,,,,,,,,,,,,,,,,,
日文二下,詹兆雯,111-2,32.14,28.57,,,,,,,,,,,,,,,,,,,,,,
日文二下,張鈞竹,111-2,26.32,,,,,,,,,,,,,,,,,,,,,,,
日文二下,張鈞竹,111-2,33.33,,,,,,,,,,,,,,,,,,,,,,,
普通化學丙,佘瑞琳,111-2,19.27,16.51,,,,,,,,,,,,,,,,,,,,,,
普通心理學,裴如淳,111-2,29.88,,,,,,,,,,,,,,,,,,,,,,,
普通心理學,鄧善娟,111-2,39.29,,,,,,,,,,,,,,,,,,,,,,,
普通心理學,周珮雯,111-2,79.11,,,,,,,,,,,,,,,,,,,,,,,
普通物理學乙,梁國淦,111-2,37.5,,,,,,,,,,,,,,,,,,,,,,,
普通物理學甲下,石明豐,111-2,12.6,,,,,,,,,,,,,,,,,,,,,,,
普通物理學甲下,胡德邦,111-2,,,,,16.44,,,,,,,,,,,,,,,,,,,
普通生物學乙下,郭典翰,111-2,,,,,,,,5.97,,,,,,,,,,,,,,,,
普通生物學乙下,郭典翰,111-2,29.85,,,,,,,,,,,,,,,,,,,,,,,
普通生物學實驗丙,郭典翰,111-2,,,,,28.57,,,,,,,,,,,,,,,,,,,
普通生物學實驗丙,郭典翰,111-2,40,,,,,,,,,,,,,,,,,,,,,,,
景觀學,陳惠美,111-2,15.38,30.77,,,,,,,,,,,,,,,,,,,,,,
最佳化演算法,李彥寰,111-2,20,,,,,,,,,,,,,,,,,,,,,,,
會計學一下,吳淑鈴,111-2,51.22,,,,,,,,,,,,,,,,,,,,,,,
會計學原理下,葉疏,111-2,,,,,14.29,,,,,,,,,,,,,,,,,,,
會計學原理下,林嬋娟,111-2,14.12,,,,,,,,,,,,,,,,,,,,,,,
會計學甲一下,陳坤志,111-2,37.97,16.46,,,,,,,,,,,,,,,,,,,,,,
有機化學,楊吉水,111-2,,,,,,,,8.77,,,,,,,,,,,,,,,,
有機化學,楊吉水,111-2,,,,,,,,,,,7.02,,,,,,,,,,,,,
有機化學,邱勝賢,111-2,,,,,,,,,,,,,,,,,,,,,,,,40.59
有機化學,楊吉水,111-2,19.3,,,,,,,,,,,,,,,,,,,,,,,
有機化學實驗,朱忠瀚,111-2,,,,,48,,,,,,,,,,,,,,,,,,,
有機化學實驗,楊吉水,111-2,13.04,42.03,,,,,,,,,,,,,,,,,,,,,,
材料力學,盧中仁,111-2,,,,,,,,9.26,,,,,,,,,,,,,,,,
框架外的思考：5分鐘英文講台,李維晏,111-2,23.08,,,,,,,,,,,,,,,,,,,,,,,
桌球初級,陳逸杰,111-2,93.1,,,,,,,,,,,,,,,,,,,,,,,
桌球初級,呂宛蓁,111-2,78.43,,,,,,,,,,,,,,,,,,,,,,,
桌球初級,呂宛蓁,111-2,83.93,,,,,,,,,,,,,,,,,,,,,,,
桌球初級,王翊澤,111-2,83.33,,,,,,,,,,,,,,,,,,,,,,,
棒球中級,呂祐華,111-2,95.65,,,,,,,,,,,,,,,,,,,,,,,
棒球中級,呂祐華,111-2,96.55,,,,,,,,,,,,,,,,,,,,,,,
森林醫學點線面,蘇大成,111-2,77.54,,,,,,,,,,,,,,,,,,,,,,,
機器學習,李宏毅,111-2,61.12,,,,,,,,,,,,,,,,,,,,,,,
機器學習,林軒田,111-2,13.93,,,,,,,,,,,,,,,,,,,,,,,
機器學習,林軒田,111-2,13.93,36.89,,,,,,,,,,,,,,,,,,,,,,
機械製造,李典儒,111-2,34.25,,,,,,,,,,,,,,,,,,,,,,,
機率與統計,謝宏昀,111-2,7.94,15.87,,,,,,,,,,,,,,,,,,,,,,
機率與統計,謝宏昀,111-2,,,,,18.25,,,,,,,,,,,,,,,,,,,
檢驗醫學下,周文堅,111-2,54.11,,,,,,,,,,,,,,,,,,,,,,,
毒道之處～看不見的危機！,姜至剛,111-2,16.33,38.78,,,,,,,,,,,,,,,,,,,,,,
比較政府二,蘇毅豪,111-2,15.95,26.99,,,,,,,,,,,,,,,,,,,,,,
比較政府二,蘇翊豪,111-2,,,,,20.86,,,,,,,,,,,,,,,,,,,
民族舞蹈,林子文,111-2,60.71,,,,,,,,,,,,,,,,,,,,,,,
民法債編各論,徐婉寧,111-2,17.78,18.89,,,,,,,,,,,,,,,,,,,,,,
民法債編總論,吳從周,111-2,14.86,18.92,,,,,,,,,,,,,,,,,,,,,,
民法債編總論一,陳忠五,111-2,4.76,,,,,,,,,,,,,,,,,,,,,,,
民法債編總論一,吳從周,111-2,,,,,,,,,,,,,,12.16,,,,,,,,,,
民法概要乙,李素華,111-2,32.46,,,,,,,,,,,,,,,,,,,,,,,
民法物權,顏佑紘,111-2,14.78,26.09,,,,,,,,,,,,,,,,,,,,,,
民法身分法,黃詩淳,111-2,15,15,,,,,,,,,,,,,,,,,,,,,,
民法（一）,林安邦,111-2,66.67,,,,,,,,,,,,,,,,,,,,,,,
水文學,許少瑜,111-2,47.06,,,,,,,,,,,,,,,,,,,,,,,
水資源概論,張斐章,111-2,22.27,38.87,,,,,,,,,,,,,,,,,,,,,,
永續綠建築,黃國倉,111-2,25.81,67.74,,,,,,,,,,,,,,,,,,,,,,
法律史,陳昭如,111-2,10.71,,,,,,,,,,,,,,,,,,,,,,,
法文一下,陳素麗,111-2,48.28,,,,,,,,,,,,,,,,,,,,,,,
活出快樂:科學實證與演練,戴可馨,111-2,74.37,,,,,,,,,,,,,,,,,,,,,,,
流體力學,黃信富,111-2,,,,,17.11,,,,,,,,,,,,,,,,,,,
流體力學試驗,許少瑜、游晟暐,111-2,9.52,,,,,,,,,,,,,,,,,,,,,,,
海峽兩岸關係史,李君山,111-2,22.48,,,,,,,,,,,,,,,,,,,,,,,
海峽兩岸關係史二,李君山,111-2,,,,,14.29,,,,,,,,,,,,,,,,,,,
海洋地質概論,張日新,111-2,14.29,,,,,,,,,,,,,,,,,,,,,,,
海洋科學概論,楊穎堅,111-2,43.89,,,,,,,,,,,,,,,,,,,,,,,
游泳初級,吳明翰,111-2,93.18,,,,,,,,,,,,,,,,,,,,,,,
演算法,江蕙如,111-2,10.61,13.64,,,,,,,,,,,,,,,,,,,,,,
營養教育與傳播,洪泰雄,111-2,83.84,,,,,,,,,,,,,,,,,,,,,,,
犯罪、毒品與人性,賴文崧,111-2,59.71,,,,,,,,,,,,,,,,,,,,,,,
猶太文化,曾宗盛,111-2,58.93,,,,,,,,,,,,,,,,,,,,,,,
現代中國與世界：1911-1979,王遠義,111-2,,,,,28.08,,,,,,,,,,,,,,,,,,,
現代科學與心靈科學,歐陽彥正,111-2,65.03,,,,,,,,,,,,,,,,,,,,,,,
環境化學實習,廖秀娟,111-2,31.82,,,,,,,,,,,,,,,,,,,,,,,
環境法,葉俊榮,111-2,11.49,40.8,,,,,,,,,,,,,,,,,,,,,,
環境與健康,蘇大成,111-2,59.04,,,,,,,,,,,,,,,,,,,,,,,
當代劇場藝術面面觀,謝筱玫,111-2,11.96,,,,,,,,,,,,,,,,,,,,,,,
當代食品安全議題,羅宇軒,111-2,55.88,,,,,,,,,,,,,,,,,,,,,,,
病理、藥理小組討論下,無,111-2,14.48,64.83,,,,,,,,,,,,,,,,,,,,,,
病理學甲及實驗下,鄭永銘,111-2,24.66,27.4,,,,,,,,,,,,,,,,,,,,,,
社會學,李令儀,111-2,27.35,56.41,,,,,,,,,,,,,,,,,,,,,,
社會學,劉仲恩,111-2,15.54,20.27,,,,,,,,,,,,,,,,,,,,,,
社會學,李令儀,111-2,23.68,,,,,,,,,,,,,,,,,,,,,,,
社會學,李令儀,111-2,27.35,,,,,,,,,,,,,,,,,,,,,,,
社會學甲下,陳東升,111-2,10.43,17.39,,,,,,,,,,,,,,,,,,,,,,
社會心理學,藍佩嘉,111-2,1.98,,,,,,,,,,,,,,,,,,,,,,,
社會心理學,藍佩嘉,111-2,,,,,43.56,,,,,,,,,,,,,,,,,,,
科學傳播,林維真,111-2,54.84,,,,,,,,,,,,,,,,,,,,,,,
空間資訊,余化龍,111-2,20.83,22.92,,,,,,,,,,,,,,,,,,,,,,
籃球初級,曾郁嫻,111-2,56.25,,,,,,,,,,,,,,,,,,,,,,,
組織運作導論,瞿志豪,111-2,76.62,,,,,,,,,,,,,,,,,,,,,,,
統計學一下,陳郁蕙,111-2,21.97,,,,,,,,,,,,,,,,,,,,,,,
統計學一下,游孝元,111-2,31.93,,,,,,,,,,,,,,,,,,,,,,,
經濟學原理下,陳暐,111-2,20,30.77,,,,,,,,,,,,,,,,,,,,,,
總體經濟學,劉憶如,111-2,18.95,35.79,,,,,,,,,,,,,,,,,,,,,,
總體經濟學下,王泓仁,111-2,17.12,,,,,,,,,,,,,,,,,,,,,,,
總體經濟學下,毛慶生,111-2,20.5,79.5,,,,,,,,,,,,,,,,,,,,,,
總體經濟學原理與實習,林明仁,111-2,13.92,14.24,,,71.84,,,,,,,,,,,,,,,,,,,
總體經濟學原理與實習,林明仁,111-2,,,,,13.92,,,,,,,,,,,,,,,,,,,
總體經濟學原理與實習,樊家忠,111-2,12.87,7.6,,,,,,,,,,,,,,,,,,,,,,
總體經濟學原理與實習,蔡宜展,111-2,16.18,10.29,,,,,,,,,,,,,,,,,,,,,,
總體經濟學原理與實習,高恩琵,111-2,19.88,,,,,,,,,,,,,,,,,,,,,,,
羽球初級,李文心,111-2,48,46,,,,,,,,,,,,,,,,,,,,,,
羽球初級,李坤培,111-2,24.56,47.37,,,,,,,,,,,,,,,,,,,,,,
羽球初級,李坤培,111-2,,,,,26.32,,,,,,,,,,,,,,,,,,,
羽球初級,陳美莉,111-2,41.67,,,,,,,,,,,,,,,,,,,,,,,
羽球初級,洪巧菱,111-2,94.87,,,,,,,,,,,,,,,,,,,,,,,
羽球初級,陳美莉,111-2,62.16,,,,,,,,,,,,,,,,,,,,,,,
羽球初級,連家瑩,111-2,53.12,18.75,,,,,,,,,,,,,,,,,,,,,,
職場倫理與職場精神,洪英正,111-2,19.8,,,,,,,,,,,,,,,,,,,,,,,
臨床醫學總論(II),合授,111-2,33.33,,,,,,,,,,,,,,,,,,,,,,,
臨床醫學總論(III),合授,111-2,37.24,,,,,,,,,,,,,,,,,,,,,,,
臺灣農業政策與新知,沈原民,111-2,35.14,,,,,,,,,,,,,,,,,,,,,,,
英國史,林美香,111-2,46.15,19.23,,,,,,,,,,,,,,,,,,,,,,
英文(附一小時英聽)二,葉德蘭,111-2,32.35,29.41,,,,,,,,,,,,,,,,,,,,,,
英文(附一小時英聽)二,黃允蔚,111-2,72.09,,,,,,,,,,,,,,,,,,,,,,,
英文(附一小時英聽)二,陳逸軒,111-2,23.08,,,,,,,,,,,,,,,,,,,,,,,
英文(附一小時英聽)二,陳春燕,111-2,,,,,50,,,,,,,,,,,,,,,,,,,
英文(附二小時英聽)二,吳雅鳳,111-2,,,,,22.86,,,,,,,,,,,,,,,,,,,
英文(附二小時英聽)二,張嘉倩,111-2,11.76,47.06,,,,,,,,,,,,,,,,,,,,,,
英文二,楊明蒼,111-2,8.33,36.11,,,,,,,,,,,,,,,,,,,,,,
英文二,鄭暐凡,111-2,37.14,,,,,,,,,,,,,,,,,,,,,,,
英文二,朱偉誠,111-2,23.81,38.1,,,,,,,,,,,,,,,,,,,,,,
英文二,蔡善妮,111-2,23.33,,,,,,,,,,,,,,,,,,,,,,,
英文作文一下,施純宜,111-2,7.69,,,,,,,,,,,,,,,,,,,,,,,
英文（附一小時英聽）二,黃恆綜,111-2,6.9,58.62,,,,,,,,,,,,,,,,,,,,,,
藥理學下,林泰元,111-2,75.17,,,,,,,,,,,,,,,,,,,,,,,
藥理學實驗,林泰元,111-2,51.72,,,,,,,,,,,,,,,,,,,,,,,
虛擬儀控之設計與應用,吳文中,111-2,30.95,35.71,,,,,,,,,,,,,,,,,,,,,,
行政救濟法,李建良,111-2,1.84,,,,,,,,,,,,,,,,,,,,,,,
衛生保健,程劭儀,111-2,69.07,,,,,,,,,,,,,,,,,,,,,,,
衛生法律概論,張兆恬,111-2,25.58,58.14,,,,,,,,,,,,,,,,,,,,,,
西方法治思想史,莊世同,111-2,,,,,11.59,,,,,,,,,,,,,,,,,,,
西班牙文一下,馬德睿,111-2,44.78,,,,,,,,,,,,,,,,,,,,,,,
西班牙文一下,丹倪,111-2,,,,,18.52,,,,,,,,,,,,,,,,,,,
西班牙文二下,安志偉,111-2,41.94,,,,,,,,,,,,,,,,,,,,,,,
視覺化與現代資料科學,郭耀仁,111-2,84.95,,,,,,,,,,,,,,,,,,,,,,,
計算機程式設計,黃俊郎,111-2,31.71,14.63,,,,,,,,,,,,,,,,,,,,,,
語言學概論下,王珊珊,111-2,70.83,,,,,,,,,,,,,,,,,,,,,,,
財務演算法,呂育道,111-2,44.19,,,,,,,,,,,,,,,,,,,,,,,
財政學,李顯峰,111-2,15.38,84.62,,,,,,,,,,,,,,,,,,,,,,
資料分析方法,藍俊宏,111-2,0,30.23,,,,,,,,,,,,,,,,,,,,,,
資料結構,吳沛遠,111-2,20.41,,,,,,,,,,,,,,,,,,,,,,,
資料結構與演算法,林軒田 蔡欣穆,111-2,6.37,16.18,,,,,,,,,,,,,,,,,,,,,,
資訊科學導論,林奇秀,111-2,,,,,26.56,,,,,,,,,,,,,,,,,,,
資訊管理導論,彭志宏,111-2,32.76,,,,,,,,,,,,,,,,,,,,,,,
跆拳道初級,陳君鳳,111-2,60,,,,,,,,,,,,,,,,,,,,,,,
農業與鄉村概論,王俊豪,111-2,60,,,,,,,,,,,,,,,,,,,,,,,
近代臺灣的歷程,周婉窈,111-2,27.59,,,,,,,,,,,,,,,,,,,,,,,
進階社會統計,林孟容,111-2,53.95,,,,,,,,,,,,,,,,,,,,,,,
進階領導專題(一),楊正大,111-2,75,,,,,,,,,,,,,,,,,,,,,,,
運動社會學,孫又揆,111-2,38.46,,,,,,,,,,,,,,,,,,,,,,,
選擇權與期貨,王之彥,111-2,,,,,21.74,,,,,,,,,,,,,,,,,,,
邏輯,傅皓政,111-2,68.68,,,,,,,,,,,,,,,,,,,,,,,
邏輯,曾漢塘,111-2,57.78,12.22,,,,,,,,,,,,,,,,,,,,,,
醫學心理學,廖士程,111-2,92.09,,,,,,,,,,,,,,,,,,,,,,,
醫學與生活,楊榮森,111-2,53.42,,,,,,,,,,,,,,,,,,,,,,,
醫學與生活,楊榮森,111-2,31.54,,,,,,,,,,,,,,,,,,,,,,,
量子光學導論,王喬萱,111-2,25,32.14,,,,,,,,,,,,,,,,,,,,,,
量子力學二,陳政維,111-2,,,,,,,,44.58,,,,,,,,,,,,,,,,
離散數學,郭斯彥,111-2,,,,,,,,8.89,,,,,,,,,,,,,,,,
離散數學,郭斯彥,111-2,28.15,,,,,,,,,,,,,,,,,,,,,,,
電子學實驗(二),劉宗德,111-2,67.79,,,,,,,,,,,,,,,,,,,,,,,
電子學實驗（二）,劉宗德,111-2,67.79,,,,,,,,,,,,,,,,,,,,,,,
電子學（二）,林宗賢,111-2,,,,,,,,,,,,,,,,,,,,3.28,,,,
電子學（二）,鍾孝文,111-2,11.36,,,,,,,,,,,,,,,,,,,,,,,
電子學（二）,鍾孝文,111-2,,,,,,,,11.36,,,,,,,,,,,,,,,,
電子學（二）,呂良鴻,111-2,,,,,,,,6.93,,,,,,,,,,,,,,,,
電子計算機概論,陳光華,111-2,19.7,28.79,,,,,,,,,,,,,,,,,,,,,,
電影、信仰與道德,張毅民,111-2,70.45,11.36,,,,,,,,,,,,,,,,,,,,,,
電磁學二,江簡富,111-2,,,,,,,,,,,,,,,,,,,,,,,14.29,3.57
電磁學二,吳瑞北,111-2,24.32,,,,,,,,,,,,,,,,,,,,,,,
電磁學二,毛紹綱,111-2,,,,,,,,6.35,,,,,,,,,,,,,,,,
電磁學二,吳宗霖,111-2,28,,,,,,,,,,,,,,,,,,,,,,,
電路學,吳忠幟,111-2,,,,,,,,,,,,,,,,,,,,,,,3.03,7.07
電路學,吳忠幟,111-2,29.29,23.23,,,,,,,,,,,,,,,,,,,,,,
非營利組織經營與管理（NPO之戀）,粘曉菁,111-2,90.6,,,,,,,,,,,,,,,,,,,,,,,
非線性光學,孫啟光,111-2,33.33,,,,,,,,,,,,,,,,,,,,,,,
韓文一下,李相美,111-2,67.74,,,,,,,,,,,,,,,,,,,,,,,
預測、學習、與賽局,李彥寰,111-2,31.25,,,,,,,,,,,,,,,,,,,,,,,
食品與健康,沈立言,111-2,27.54,26.69,,,,,,,,,,,,,,,,,,,,,,
食用昆蟲學,薛馬坦,111-2,55.06,,,,,,,,,,,,,,,,,,,,,,,
館藏發展,張郁蔚,111-2,20.34,,,,,,,,,,,,,,,,,,,,,,,
體適能(一),王翊澤,111-2,95.45,,,,,,,,,,,,,,,,,,,,,,,
體適能(一),呂祐華,111-2,92.31,,,,,,,,,,,,,,,,,,,,,,,
高爾夫初級,周德賢,111-2,50,42.86,,,,,,,,,,,,,,,,,,,,,,
高等演算法,陳和麟,111-2,,,,,23.94,,,,,,,,,,,,,,,,,,,
工程數學一,許少瑜,111-1,18.37,51.02,,,,,,,,,,,,,,,,,,,,,,
微積分1,傅斯緯,111-1,12.7,,,,,,,,,,,,,,,,,,,,,,,
C/C++程式設計,張傑帆,111-1,6.33,15.19,,,,,,,,,,,,,,,,,,,,,,
Python程式設計,林澤佑,111-1,83.78,,,,,,,,,,,,,,,,,,,,,,,
Python程式設計基礎課程,何承遠,111-1,61.7,,,,,,,,,,,,,,,,,,,,,,,
世界史一,楊肅献,111-1,,,,,,,,28,,,,,,,,,,,,,,,,
中國史上的人物與世運一,宋家復,111-1,0,14.91,,,,,,,,,,,,,,,,,,,,,,
中國史上的人物與世運一,宋家復,111-1,,,,,,,,16.67,,,,,,,,,,,,,,,,
中國大陸政府與政治,陶儀芬,111-1,,,,,,,,,,,8.97,,,,,,,,,,,,,
中國政治制度史,甘懷真,111-1,23.91,30.43,,,,,,,,,,,,,,,,,,,,,,
中國繪畫史,林聖智,111-1,12,30.67,,,,,,,,,,,,,,,,,,,,,,
中國考古學,高德,111-1,25,,,,,,,,,,,,,,,,,,,,,,,
中級會計學,林琬琬,111-1,30,,,,,,,,,,,,,,,,,,,,,,,
中華民國對外關係,陳世民,111-1,7.52,34.59,,,,,,,,,,,,,,,,,,,,,,
中華民國憲法及政府一,陳淳文,111-1,21.21,,,,,,,,,,,,,,,,,,,,,,,
中華民國憲法與政府一,湯德宗,111-1,1.2,2.6,,,10.39,,,,,,,,,,,,,,,,,,,30
中華民國憲法與政府一,湯德宗,111-1,,,,,,,,6.49,,,,,,,,,,,,,,,,
交換電路與邏輯設計,吳安宇,111-1,,,,,,,,,,,,,,,,,7.78,,,,,,,
交換電路與邏輯設計,盧奕璋,111-1,,,,,7.27,,,,,,,,,,,,,,,,,,,
交換電路與邏輯設計,江介宏,111-1,,,,,,,,12.24,,,,,,,,,,,,,,,,
人工智慧在醫療領域的應用及實作開發,王宗道,111-1,95.24,,,,,,,,,,,,,,,,,,,,,,,
人文科技的交響：新趨勢與新素養（一）,鄭毓瑜,111-1,17.24,43.97,,,,,,,,,,,,,,,,,,,,,,
人文與醫學體驗學習（一）,吳造中等,111-1,75,,,,,,,,,,,,,,,,,,,,,,,
人類學的情感與情緒研究,黃郁茜,111-1,40,,,,,,,,,,,,,,,,,,,,,,,
代數導論一,陳榮凱,111-1,,,,,,,,,,,,,,,,,,,,,,,16.92,10.77
代數導論一,陳榮凱,111-1,18.46,,,,,,,,,,,,,,,,,,,,,,,
以Excel進行資料分析,林友瑜,111-1,,,,,20,,,,,,,,,,,,,,,,,,,
以Excel進行資料分析,林友瑜,111-1,16.84,24.21,,,,,,,,,,,,,,,,,,,,,,
以Excel進行資料分析,林友瑜,111-1,,,,,,,,,,,10.53,,,,,,,,,,,,,
企業管理,陳家麟,111-1,11.32,31.13,,,,,,,,,,,,,,,,,,,,,,
作業管理,蔣明晃,111-1,15.79,,,,,,,,,,,,,,,,,,,,,,,
作物學各論一,莊汶博,111-1,,17.14,,,,,,,,,,,,,,,,,,,,,,
俄文一上,熊宗慧,111-1,,,,,19.05,,,,,,,,,,,,,,,,,,,
個人通訊服務,林風,111-1,36.67,,,,,,,,,,,,,,,,,,,,,,,
個體經濟學,宋玉生,111-1,17.76,43.93,,,,,,,,,,,,,,,,,,,,,,
個體經濟學上,蔡崇聖,111-1,,20,,,,,,,,,,,,,,,,,,,,,,
個體經濟學上,古慧雯,111-1,13.51,6.76,,,,,,,,,,,,,,,,,,,,,,
個體經濟學上,駱明慶,111-1,21.57,17.65,,,,,,,,,,,,,,,,,,,,,,
個體經濟學上,古慧雯,111-1,13.51,86.49,,,,,,,,,,,,,,,,,,,,,,
個體經濟學原理,陳暐,111-1,37.88,,,,,,,,,,,,,,,,,,,,,,,
個體經濟學原理,劉錦添,111-1,,,,,22.08,,,,,,,,,,,,,,,,,,,
個體經濟學原理與實習,林明仁,111-1,,,,,,,,,,,,,,,,,,,,4.41,,,,
個體經濟學原理與實習,樊家忠,111-1,,16.67,,,,,,,,,,,,,,,,,,,,,,
個體經濟學原理與實習,林明仁,111-1,15.25,17.29,,,,,,,,,,,,,,,,,,,,,,
個體經濟學原理與實習,江淳芳,111-1,16.96,,,,,,,,,,,,,,,,,,,,,,,
個體經濟學原理與實習,林明仁,111-1,15.25,84.75,,,,,,,,,,,,,,,,,,,,,,
個體經濟學原理與實習,樊家忠,111-1,12.64,16.67,,,,,,,,,,,,,,,,,,,,,,
個體經濟理論一A,陳慶池,111-1,55.26,,,,,,,,,,,,,,,,,,,,,,,
個體經濟理論一B,羅珮瑜,111-1,10.81,13.51,,,,,,,,,,,,,,,,,,,,,,
健康體適能,吳明翰,111-1,86.05,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,蘇玫尹,111-1,76.47,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,施登堯,111-1,21.15,38.46,,,,,,,,,,,,,,,,,,,,,,
健康體適能,呂碧琴,111-1,17.07,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,許君恆,111-1,33.33,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,林子文,111-1,100,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,周德賢,111-1,50,50,,,,,,,,,,,,,,,,,,,,,,
健康體適能,王翊澤,111-1,82.35,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,李文心,111-1,65.96,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,洪巧菱,111-1,97.78,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,李文心,111-1,70.97,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,王翊澤,111-1,85.71,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,逄廣華,111-1,49.18,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,李永祥,111-1,86.54,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,楊裕隆,111-1,,,,,57.63,,,,,,,,,,,,,,,,,,,
健康體適能,林聯喜,111-1,31.82,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,林聯喜,111-1,37.93,53.45,,,,,,,,,,,,,,,,,,,,,,
健康體適能,蔡秀華,111-1,44.23,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,吳明漢,111-1,86.05,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,呂祐華,111-1,55.93,22.03,,,,,,,,,,,,,,,,,,,,,,
健康體適能,莊國禎,111-1,,,,,15.79,,,,,,,,,,,,,,,,,,,
健康體適能,洪巧菱,111-1,96.49,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,王學富,111-1,63.16,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,呂宛蓁,111-1,41.38,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,許君恆,111-1,50,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,林威名,111-1,55.56,,,,,,,,,,,,,,,,,,,,,,,
健康體適能,陳逸杰,111-1,80.3,,,,,,,,,,,,,,,,,,,,,,,
傳播學,許詩嫺,111-1,22.03,,,,,,,,,,,,,,,,,,,,,,,
先秦道家哲學,魏家豪,111-1,14.63,26.83,,,,,,,,,,,,,,,,,,,,,,
光機電系統設計與製造一,黃君偉,111-1,67.21,,,,,,,,,,,,,,,,,,,,,,,
全民國防教育軍事訓練課程－國際情勢,劉鐵軍,111-1,4.59,,,,,,,,,,,,,,,,,,,,,,,
全民國防教育軍事訓練課程－國際情勢,劉鐵軍,111-1,7.07,19.19,,,,,,,,,,,,,,,,,,,,,,
